TP,FP,TN,FN,TPR,FPR,TNR,FNR,est_p,est_r,est_f1,Gran,est_plagDetect
1,0,10999,0,1,0,1,0,1,1,0.846369915827742,1,0.846369915827742
1,0,10999,0,1,0,1,0,1,1,0.907051180021672,1,0.907051180021672
1,0,10999,0,1,0,1,0,1,1,0.867753970048953,1,0.867753970048953
1,0,10999,0,1,0,1,0,1,1,0.883526958408005,1,0.883526958408005
1,0,10999,0,1,0,1,0,1,1,0.891626503047311,1,0.891626503047311
1,0,10999,0,1,0,1,0,1,1,0.864998003317498,1,0.864998003317498
1,0,10999,0,1,0,1,0,1,1,0.887404720097033,1,0.887404720097033
1,0,10999,0,1,0,1,0,1,1,0.903956151325551,1,0.903956151325551
0,8,10991,1,0,0.000727338848986271,0.999272661151014,1,0,0,0.878610415226424,1,0.878610415226424
1,0,10999,0,1,0,1,0,1,1,0.817656903062679,1,0.817656903062679
1,0,10999,0,1,0,1,0,1,1,0.853893920445209,1,0.853893920445209
1,0,10999,0,1,0,1,0,1,1,0.849951243181842,1,0.849951243181842
1,0,10999,0,1,0,1,0,1,1,0.903575498557172,1,0.903575498557172
1,0,10999,0,1,0,1,0,1,1,0.901152138576878,1,0.901152138576878
1,0,10999,0,1,0,1,0,1,1,0.86528627478837,1,0.86528627478837
1,0,10999,0,1,0,1,0,1,1,0.881063302607114,1,0.881063302607114
1,0,10999,0,1,0,1,0,1,1,0.877563467895438,1,0.877563467895438
1,0,10999,0,1,0,1,0,1,1,0.846779673800002,1,0.846779673800002
1,0,10999,0,1,0,1,0,1,1,0.845288609945123,1,0.845288609945123
1,0,10999,0,1,0,1,0,1,1,0.838763847050157,1,0.838763847050157
1,0,10999,0,1,0,1,0,1,1,0.888602048497054,1,0.888602048497054
1,0,10999,0,1,0,1,0,1,1,0.882210310834078,1,0.882210310834078
1,0,10999,0,1,0,1,0,1,1,0.861340361538061,1,0.861340361538061
1,0,10999,0,1,0,1,0,1,1,0.885285384530044,1,0.885285384530044
1,0,10999,0,1,0,1,0,1,1,0.907541300999847,1,0.907541300999847
1,0,10999,0,1,0,1,0,1,1,0.83165826799218,1,0.83165826799218
1,0,10999,0,1,0,1,0,1,1,0.876376331732203,1,0.876376331732203
1,0,10999,0,1,0,1,0,1,1,0.854601944070978,1,0.854601944070978
1,0,10999,0,1,0,1,0,1,1,0.900237533252047,1,0.900237533252047
1,0,10999,0,1,0,1,0,1,1,0.878040674458496,1,0.878040674458496
1,0,10999,0,1,0,1,0,1,1,0.873271073032082,1,0.873271073032082
1,0,10999,0,1,0,1,0,1,1,0.887700408050821,1,0.887700408050821
1,0,10999,0,1,0,1,0,1,1,0.855503507586836,1,0.855503507586836
1,0,10999,0,1,0,1,0,1,1,0.876816509227878,1,0.876816509227878
1,0,10999,0,1,0,1,0,1,1,0.87317559792934,1,0.87317559792934
1,0,10999,0,1,0,1,0,1,1,0.884312784402549,1,0.884312784402549
1,0,10999,0,1,0,1,0,1,1,0.88894146637456,1,0.88894146637456
1,0,10999,0,1,0,1,0,1,1,0.903702226733061,1,0.903702226733061
1,0,10999,0,1,0,1,0,1,1,0.879975035534702,1,0.879975035534702
1,0,10999,0,1,0,1,0,1,1,0.89156544322315,1,0.89156544322315
1,0,10999,0,1,0,1,0,1,1,0.910149710142156,1,0.910149710142156
1,0,10999,0,1,0,1,0,1,1,0.885590295721996,1,0.885590295721996
1,0,10999,0,1,0,1,0,1,1,0.854991146932468,1,0.854991146932468
1,0,10999,0,1,0,1,0,1,1,0.814738828139424,1,0.814738828139424
1,0,10999,0,1,0,1,0,1,1,0.871086276018788,1,0.871086276018788
1,0,10999,0,1,0,1,0,1,1,0.851148255604997,1,0.851148255604997
1,0,10999,0,1,0,1,0,1,1,0.877623024998065,1,0.877623024998065
1,0,10999,0,1,0,1,0,1,1,0.855524236666745,1,0.855524236666745
1,0,10999,0,1,0,1,0,1,1,0.857701489070426,1,0.857701489070426
1,0,10999,0,1,0,1,0,1,1,0.856535704701473,1,0.856535704701473
1,0,10999,0,1,0,1,0,1,1,0.795949776700232,1,0.795949776700232
1,0,10999,0,1,0,1,0,1,1,0.834068184579072,1,0.834068184579072
1,0,10999,0,1,0,1,0,1,1,0.869552447110558,1,0.869552447110558
1,0,10999,0,1,0,1,0,1,1,0.856249104694688,1,0.856249104694688
1,0,10999,0,1,0,1,0,1,1,0.874705389891151,1,0.874705389891151
1,0,10999,0,1,0,1,0,1,1,0.891448721071965,1,0.891448721071965
1,0,10999,0,1,0,1,0,1,1,0.833534202881738,1,0.833534202881738
1,0,10999,0,1,0,1,0,1,1,0.830742985136441,1,0.830742985136441
1,0,10999,0,1,0,1,0,1,1,0.891735820687593,1,0.891735820687593
1,0,10999,0,1,0,1,0,1,1,0.883894392815904,1,0.883894392815904
1,0,10999,0,1,0,1,0,1,1,0.884238722545779,1,0.884238722545779
1,0,10999,0,1,0,1,0,1,1,0.865833575376736,1,0.865833575376736
1,0,10999,0,1,0,1,0,1,1,0.85982344765035,1,0.85982344765035
1,0,10999,0,1,0,1,0,1,1,0.875262165907174,1,0.875262165907174
1,0,10999,0,1,0,1,0,1,1,0.902088988837201,1,0.902088988837201
1,0,10999,0,1,0,1,0,1,1,0.834445469221676,1,0.834445469221676
1,0,10999,0,1,0,1,0,1,1,0.836751065606659,1,0.836751065606659
1,0,10999,0,1,0,1,0,1,1,0.879566229007476,1,0.879566229007476
1,0,10999,0,1,0,1,0,1,1,0.894493524028754,1,0.894493524028754
1,0,10999,0,1,0,1,0,1,1,0.839850759407608,1,0.839850759407608
1,0,10999,0,1,0,1,0,1,1,0.858989332747899,1,0.858989332747899
1,0,10999,0,1,0,1,0,1,1,0.841198405387688,1,0.841198405387688
1,0,10999,0,1,0,1,0,1,1,0.904994935819837,1,0.904994935819837
1,0,10999,0,1,0,1,0,1,1,0.839725159988272,1,0.839725159988272
1,0,10999,0,1,0,1,0,1,1,0.871937685268158,1,0.871937685268158
1,0,10999,0,1,0,1,0,1,1,0.846950397641088,1,0.846950397641088
1,0,10999,0,1,0,1,0,1,1,0.802280836840805,1,0.802280836840805
1,0,10999,0,1,0,1,0,1,1,0.898316202269747,1,0.898316202269747
1,0,10999,0,1,0,1,0,1,1,0.841559868912609,1,0.841559868912609
1,0,10999,0,1,0,1,0,1,1,0.876155834909212,1,0.876155834909212
1,0,10999,0,1,0,1,0,1,1,0.859950222659447,1,0.859950222659447
1,0,10999,0,1,0,1,0,1,1,0.821317471073943,1,0.821317471073943
1,0,10999,0,1,0,1,0,1,1,0.867223990688544,1,0.867223990688544
1,0,10999,0,1,0,1,0,1,1,0.882221776770698,1,0.882221776770698
1,0,10999,0,1,0,1,0,1,1,0.857904942109142,1,0.857904942109142
1,0,10999,0,1,0,1,0,1,1,0.854730211552997,1,0.854730211552997
1,0,10999,0,1,0,1,0,1,1,0.893624987055164,1,0.893624987055164
1,0,10999,0,1,0,1,0,1,1,0.884992844377219,1,0.884992844377219
1,0,10999,0,1,0,1,0,1,1,0.862149944920456,1,0.862149944920456
0,5,10994,1,0,0.00045458678061642,0.999545413219384,1,0,0,0.837779785113686,1,0.837779785113686
1,0,10999,0,1,0,1,0,1,1,0.866861585425725,1,0.866861585425725
1,0,10999,0,1,0,1,0,1,1,0.873829765249883,1,0.873829765249883
1,0,10999,0,1,0,1,0,1,1,0.879272794577095,1,0.879272794577095
1,0,10999,0,1,0,1,0,1,1,0.894932643705495,1,0.894932643705495
1,0,10999,0,1,0,1,0,1,1,0.916673966563909,1,0.916673966563909
1,0,10999,0,1,0,1,0,1,1,0.871142540466326,1,0.871142540466326
1,0,10999,0,1,0,1,0,1,1,0.912636605806257,1,0.912636605806257
1,0,10999,0,1,0,1,0,1,1,0.893277197897717,1,0.893277197897717
1,0,10999,0,1,0,1,0,1,1,0.857912890623534,1,0.857912890623534
1,0,10999,0,1,0,1,0,1,1,0.858693742494463,1,0.858693742494463
1,0,10999,0,1,0,1,0,1,1,0.878759064679069,1,0.878759064679069
1,0,10999,0,1,0,1,0,1,1,0.836577729236144,1,0.836577729236144
0,6,10993,1,0,0.000545504136739704,0.99945449586326,1,0,0,0.891674944283479,1,0.891674944283479
1,0,10999,0,1,0,1,0,1,1,0.866712903719301,1,0.866712903719301
1,0,10999,0,1,0,1,0,1,1,0.868949853389194,1,0.868949853389194
1,0,10999,0,1,0,1,0,1,1,0.846196944924589,1,0.846196944924589
1,0,10999,0,1,0,1,0,1,1,0.885941392247967,1,0.885941392247967
1,0,10999,0,1,0,1,0,1,1,0.89870959911374,1,0.89870959911374
1,0,10999,0,1,0,1,0,1,1,0.839245349706387,1,0.839245349706387
1,0,10999,0,1,0,1,0,1,1,0.854464867420421,1,0.854464867420421
0,4,10995,1,0,0.000363669424493136,0.999636330575507,1,0,0,0.863636170087793,1,0.863636170087793
1,0,10999,0,1,0,1,0,1,1,0.861123248772682,1,0.861123248772682
1,0,10999,0,1,0,1,0,1,1,0.882129167698658,1,0.882129167698658
1,0,10999,0,1,0,1,0,1,1,0.88859132748101,1,0.88859132748101
1,0,10999,0,1,0,1,0,1,1,0.915277217612522,1,0.915277217612522
1,0,10999,0,1,0,1,0,1,1,0.862470687745327,1,0.862470687745327
1,0,10999,0,1,0,1,0,1,1,0.85962366992607,1,0.85962366992607
1,0,10999,0,1,0,1,0,1,1,0.789984514670295,1,0.789984514670295
1,0,10999,0,1,0,1,0,1,1,0.865813992136276,1,0.865813992136276
1,0,10999,0,1,0,1,0,1,1,0.893443242554409,1,0.893443242554409
1,0,10999,0,1,0,1,0,1,1,0.850450563141145,1,0.850450563141145
1,0,10999,0,1,0,1,0,1,1,0.878624131591126,1,0.878624131591126
1,0,10999,0,1,0,1,0,1,1,0.856057447105885,1,0.856057447105885
1,0,10999,0,1,0,1,0,1,1,0.868966151739649,1,0.868966151739649
1,0,10999,0,1,0,1,0,1,1,0.92454568838496,1,0.92454568838496
1,0,10999,0,1,0,1,0,1,1,0.846595080871122,1,0.846595080871122
1,0,10999,0,1,0,1,0,1,1,0.871871884883856,1,0.871871884883856
0,5,10994,1,0,0.00045458678061642,0.999545413219384,1,0,0,0.891619746777736,1,0.891619746777736
1,0,10999,0,1,0,1,0,1,1,0.895559412129663,1,0.895559412129663
1,0,10999,0,1,0,1,0,1,1,0.810800013717635,1,0.810800013717635
1,0,10999,0,1,0,1,0,1,1,0.911795121640078,1,0.911795121640078
1,0,10999,0,1,0,1,0,1,1,0.864925528924328,1,0.864925528924328
1,0,10999,0,1,0,1,0,1,1,0.883886530315085,1,0.883886530315085
1,0,10999,0,1,0,1,0,1,1,0.890397039793577,1,0.890397039793577
1,0,10999,0,1,0,1,0,1,1,0.882844001609542,1,0.882844001609542
1,0,10999,0,1,0,1,0,1,1,0.842526319113286,1,0.842526319113286
1,0,10999,0,1,0,1,0,1,1,0.866870915676871,1,0.866870915676871
1,0,10999,0,1,0,1,0,1,1,0.876460834256783,1,0.876460834256783
1,0,10999,0,1,0,1,0,1,1,0.819189113036539,1,0.819189113036539
1,0,10999,0,1,0,1,0,1,1,0.891438395932057,1,0.891438395932057
1,0,10999,0,1,0,1,0,1,1,0.867773348198087,1,0.867773348198087
1,0,10999,0,1,0,1,0,1,1,0.871073909792724,1,0.871073909792724
1,0,10999,0,1,0,1,0,1,1,0.886880028179491,1,0.886880028179491
1,0,10999,0,1,0,1,0,1,1,0.901512648509667,1,0.901512648509667
1,0,10999,0,1,0,1,0,1,1,0.903093470054508,1,0.903093470054508
1,0,10999,0,1,0,1,0,1,1,0.873760866340604,1,0.873760866340604
1,0,10999,0,1,0,1,0,1,1,0.864218181766861,1,0.864218181766861
1,0,10999,0,1,0,1,0,1,1,0.834361616565832,1,0.834361616565832
1,0,10999,0,1,0,1,0,1,1,0.862117328300526,1,0.862117328300526
1,0,10999,0,1,0,1,0,1,1,0.866323890979293,1,0.866323890979293
1,0,10999,0,1,0,1,0,1,1,0.871466093094033,1,0.871466093094033
1,0,10999,0,1,0,1,0,1,1,0.875730719650918,1,0.875730719650918
1,0,10999,0,1,0,1,0,1,1,0.868928592927209,1,0.868928592927209
1,0,10999,0,1,0,1,0,1,1,0.908085328696728,1,0.908085328696728
1,0,10999,0,1,0,1,0,1,1,0.838249681221838,1,0.838249681221838
1,0,10999,0,1,0,1,0,1,1,0.86623298643302,1,0.86623298643302
1,0,10999,0,1,0,1,0,1,1,0.867118828762633,1,0.867118828762633
1,0,10999,0,1,0,1,0,1,1,0.862903099518426,1,0.862903099518426
1,0,10999,0,1,0,1,0,1,1,0.857292681369566,1,0.857292681369566
1,0,10999,0,1,0,1,0,1,1,0.85097958937885,1,0.85097958937885
0,5,10994,1,0,0.00045458678061642,0.999545413219384,1,0,0,0.874550899064898,1,0.874550899064898
1,0,10999,0,1,0,1,0,1,1,0.843688268628648,1,0.843688268628648
1,0,10999,0,1,0,1,0,1,1,0.932785421489951,1,0.932785421489951
1,0,10999,0,1,0,1,0,1,1,0.865606452561301,1,0.865606452561301
1,0,10999,0,1,0,1,0,1,1,0.871709703461089,1,0.871709703461089
1,0,10999,0,1,0,1,0,1,1,0.908582470345356,1,0.908582470345356
1,0,10999,0,1,0,1,0,1,1,0.881388083498277,1,0.881388083498277
1,0,10999,0,1,0,1,0,1,1,0.867391411897468,1,0.867391411897468
1,0,10999,0,1,0,1,0,1,1,0.883442093030778,1,0.883442093030778
1,0,10999,0,1,0,1,0,1,1,0.839926033966051,1,0.839926033966051
1,0,10999,0,1,0,1,0,1,1,0.884772165406278,1,0.884772165406278
1,0,10999,0,1,0,1,0,1,1,0.820451098808739,1,0.820451098808739
1,0,10999,0,1,0,1,0,1,1,0.897453922325181,1,0.897453922325181
1,0,10999,0,1,0,1,0,1,1,0.891322543948311,1,0.891322543948311
1,0,10999,0,1,0,1,0,1,1,0.884597757759626,1,0.884597757759626
1,0,10999,0,1,0,1,0,1,1,0.845349930733376,1,0.845349930733376
1,0,10999,0,1,0,1,0,1,1,0.905836988477387,1,0.905836988477387
1,0,10999,0,1,0,1,0,1,1,0.919432739268465,1,0.919432739268465
1,0,10999,0,1,0,1,0,1,1,0.880774643812351,1,0.880774643812351
1,0,10999,0,1,0,1,0,1,1,0.892132878995191,1,0.892132878995191
1,0,10999,0,1,0,1,0,1,1,0.844484572787268,1,0.844484572787268
1,0,10999,0,1,0,1,0,1,1,0.872706024554188,1,0.872706024554188
1,0,10999,0,1,0,1,0,1,1,0.82558572422408,1,0.82558572422408
1,0,10999,0,1,0,1,0,1,1,0.814018009240512,1,0.814018009240512
1,0,10999,0,1,0,1,0,1,1,0.907082499382766,1,0.907082499382766
1,0,10999,0,1,0,1,0,1,1,0.859695129069071,1,0.859695129069071
1,0,10999,0,1,0,1,0,1,1,0.886139750925866,1,0.886139750925866
1,0,10999,0,1,0,1,0,1,1,0.832136080382687,1,0.832136080382687
1,0,10999,0,1,0,1,0,1,1,0.87750587278573,1,0.87750587278573
1,0,10999,0,1,0,1,0,1,1,0.904887369580377,1,0.904887369580377
1,0,10999,0,1,0,1,0,1,1,0.858979067060277,1,0.858979067060277
1,0,10999,0,1,0,1,0,1,1,0.90519771332397,1,0.90519771332397
1,0,10999,0,1,0,1,0,1,1,0.888617742391296,1,0.888617742391296
1,0,10999,0,1,0,1,0,1,1,0.867830543988656,1,0.867830543988656
1,0,10999,0,1,0,1,0,1,1,0.84281745328955,1,0.84281745328955
1,0,10999,0,1,0,1,0,1,1,0.886173520173136,1,0.886173520173136
1,0,10999,0,1,0,1,0,1,1,0.914032849013733,1,0.914032849013733
1,0,10999,0,1,0,1,0,1,1,0.937916219170528,1,0.937916219170528
1,0,10999,0,1,0,1,0,1,1,0.880314358941932,1,0.880314358941932
1,0,10999,0,1,0,1,0,1,1,0.837353694279845,1,0.837353694279845
1,0,10999,0,1,0,1,0,1,1,0.886647298391755,1,0.886647298391755
1,0,10999,0,1,0,1,0,1,1,0.88772122382062,1,0.88772122382062
1,0,10999,0,1,0,1,0,1,1,0.866084768932397,1,0.866084768932397
1,0,10999,0,1,0,1,0,1,1,0.861016952944167,1,0.861016952944167
0,6,10993,1,0,0.000545504136739704,0.99945449586326,1,0,0,0.839874891827282,1,0.839874891827282
1,0,10999,0,1,0,1,0,1,1,0.885585999912579,1,0.885585999912579
1,0,10999,0,1,0,1,0,1,1,0.855847923642148,1,0.855847923642148
1,0,10999,0,1,0,1,0,1,1,0.848851680404985,1,0.848851680404985
1,0,10999,0,1,0,1,0,1,1,0.893261780128668,1,0.893261780128668
1,0,10999,0,1,0,1,0,1,1,0.865674932445725,1,0.865674932445725
1,0,10999,0,1,0,1,0,1,1,0.853432885838075,1,0.853432885838075
0,7,10992,1,0,0.000636421492862988,0.999363578507137,1,0,0,0.885907540003983,1,0.885907540003983
1,0,10999,0,1,0,1,0,1,1,0.861379565308005,1,0.861379565308005
1,0,10999,0,1,0,1,0,1,1,0.874786286254644,1,0.874786286254644
1,0,10999,0,1,0,1,0,1,1,0.879891640992137,1,0.879891640992137
1,0,10999,0,1,0,1,0,1,1,0.855629468838275,1,0.855629468838275
1,0,10999,0,1,0,1,0,1,1,0.859971492517685,1,0.859971492517685
1,0,10999,0,1,0,1,0,1,1,0.845976181004678,1,0.845976181004678
1,0,10999,0,1,0,1,0,1,1,0.876417105841994,1,0.876417105841994
1,0,10999,0,1,0,1,0,1,1,0.872470620827944,1,0.872470620827944
1,0,10999,0,1,0,1,0,1,1,0.868856885481486,1,0.868856885481486
1,0,10999,0,1,0,1,0,1,1,0.857216827805116,1,0.857216827805116
1,0,10999,0,1,0,1,0,1,1,0.882773102761675,1,0.882773102761675
1,0,10999,0,1,0,1,0,1,1,0.861936953043346,1,0.861936953043346
1,0,10999,0,1,0,1,0,1,1,0.883114918569163,1,0.883114918569163
1,0,10999,0,1,0,1,0,1,1,0.919452817814253,1,0.919452817814253
1,0,10999,0,1,0,1,0,1,1,0.892366072818094,1,0.892366072818094
1,0,10999,0,1,0,1,0,1,1,0.898605023491661,1,0.898605023491661
1,0,10999,0,1,0,1,0,1,1,0.852711384153688,1,0.852711384153688
1,0,10999,0,1,0,1,0,1,1,0.85937532916576,1,0.85937532916576
1,0,10999,0,1,0,1,0,1,1,0.84807551352871,1,0.84807551352871
1,0,10999,0,1,0,1,0,1,1,0.93784583784409,1,0.93784583784409
1,0,10999,0,1,0,1,0,1,1,0.851825473811394,1,0.851825473811394
1,0,10999,0,1,0,1,0,1,1,0.839194623856717,1,0.839194623856717
1,0,10999,0,1,0,1,0,1,1,0.878370373584693,1,0.878370373584693
1,0,10999,0,1,0,1,0,1,1,0.871091891564369,1,0.871091891564369
1,0,10999,0,1,0,1,0,1,1,0.826620757346106,1,0.826620757346106
1,0,10999,0,1,0,1,0,1,1,0.86953900295833,1,0.86953900295833
1,0,10999,0,1,0,1,0,1,1,0.848582465045285,1,0.848582465045285
1,0,10999,0,1,0,1,0,1,1,0.833146322734546,1,0.833146322734546
1,0,10999,0,1,0,1,0,1,1,0.841663466610859,1,0.841663466610859
1,0,10999,0,1,0,1,0,1,1,0.850844356295784,1,0.850844356295784
1,0,10999,0,1,0,1,0,1,1,0.884232552961252,1,0.884232552961252
1,0,10999,0,1,0,1,0,1,1,0.857962937129615,1,0.857962937129615
1,0,10999,0,1,0,1,0,1,1,0.873956688212598,1,0.873956688212598
1,0,10999,0,1,0,1,0,1,1,0.870373889873443,1,0.870373889873443
1,0,10999,0,1,0,1,0,1,1,0.872436371941869,1,0.872436371941869
1,0,10999,0,1,0,1,0,1,1,0.859543784564975,1,0.859543784564975
1,0,10999,0,1,0,1,0,1,1,0.874176300182342,1,0.874176300182342
1,0,10999,0,1,0,1,0,1,1,0.843189691875955,1,0.843189691875955
1,0,10999,0,1,0,1,0,1,1,0.843860526205102,1,0.843860526205102
1,0,10999,0,1,0,1,0,1,1,0.832972681125056,1,0.832972681125056
1,0,10999,0,1,0,1,0,1,1,0.900497971154218,1,0.900497971154218
1,0,10999,0,1,0,1,0,1,1,0.884071736723771,1,0.884071736723771
1,0,10999,0,1,0,1,0,1,1,0.875864397170163,1,0.875864397170163
1,0,10999,0,1,0,1,0,1,1,0.877228357666514,1,0.877228357666514
1,0,10999,0,1,0,1,0,1,1,0.874471663393786,1,0.874471663393786
1,0,10999,0,1,0,1,0,1,1,0.847047712146354,1,0.847047712146354
1,0,10999,0,1,0,1,0,1,1,0.86488051745229,1,0.86488051745229
1,0,10999,0,1,0,1,0,1,1,0.840756758744397,1,0.840756758744397
1,0,10999,0,1,0,1,0,1,1,0.854611473890854,1,0.854611473890854
1,0,10999,0,1,0,1,0,1,1,0.879920177865835,1,0.879920177865835
1,0,10999,0,1,0,1,0,1,1,0.8697488350807,1,0.8697488350807
1,0,10999,0,1,0,1,0,1,1,0.878919021581005,1,0.878919021581005
1,0,10999,0,1,0,1,0,1,1,0.762786519855412,1,0.762786519855412
1,0,10999,0,1,0,1,0,1,1,0.851510191118667,1,0.851510191118667
1,0,10999,0,1,0,1,0,1,1,0.855245207885689,1,0.855245207885689
1,0,10999,0,1,0,1,0,1,1,0.869109971308414,1,0.869109971308414
1,0,10999,0,1,0,1,0,1,1,0.863356015524004,1,0.863356015524004
1,0,10999,0,1,0,1,0,1,1,0.813650407608306,1,0.813650407608306
1,0,10999,0,1,0,1,0,1,1,0.884730140995459,1,0.884730140995459
1,0,10999,0,1,0,1,0,1,1,0.882575205196034,1,0.882575205196034
1,0,10999,0,1,0,1,0,1,1,0.902970082613376,1,0.902970082613376
1,0,10999,0,1,0,1,0,1,1,0.864534459591932,1,0.864534459591932
1,0,10999,0,1,0,1,0,1,1,0.86646027660407,1,0.86646027660407
1,0,10999,0,1,0,1,0,1,1,0.913410067087487,1,0.913410067087487
1,0,10999,0,1,0,1,0,1,1,0.885383940693232,1,0.885383940693232
1,0,10999,0,1,0,1,0,1,1,0.878822848514944,1,0.878822848514944
1,0,10999,0,1,0,1,0,1,1,0.864492949197988,1,0.864492949197988
1,0,10999,0,1,0,1,0,1,1,0.837727825966554,1,0.837727825966554
1,0,10999,0,1,0,1,0,1,1,0.875153276143527,1,0.875153276143527
1,0,10999,0,1,0,1,0,1,1,0.837400224862678,1,0.837400224862678
1,0,10999,0,1,0,1,0,1,1,0.879659272430866,1,0.879659272430866
1,0,10999,0,1,0,1,0,1,1,0.846363350054332,1,0.846363350054332
1,0,10999,0,1,0,1,0,1,1,0.862162746822515,1,0.862162746822515
1,0,10999,0,1,0,1,0,1,1,0.856166926494357,1,0.856166926494357
1,0,10999,0,1,0,1,0,1,1,0.861884959190141,1,0.861884959190141
1,0,10999,0,1,0,1,0,1,1,0.913057149709189,1,0.913057149709189
1,0,10999,0,1,0,1,0,1,1,0.911781457935215,1,0.911781457935215
1,0,10999,0,1,0,1,0,1,1,0.859275386038003,1,0.859275386038003
1,0,10999,0,1,0,1,0,1,1,0.870400323675272,1,0.870400323675272
1,0,10999,0,1,0,1,0,1,1,0.862307442201685,1,0.862307442201685
1,0,10999,0,1,0,1,0,1,1,0.889954402473366,1,0.889954402473366
1,0,10999,0,1,0,1,0,1,1,0.850202399308004,1,0.850202399308004
1,0,10999,0,1,0,1,0,1,1,0.90434441852919,1,0.90434441852919
1,0,10999,0,1,0,1,0,1,1,0.87984801498846,1,0.87984801498846
1,0,10999,0,1,0,1,0,1,1,0.890376144409988,1,0.890376144409988
1,0,10999,0,1,0,1,0,1,1,0.851749661666043,1,0.851749661666043
1,0,10999,0,1,0,1,0,1,1,0.882395595852706,1,0.882395595852706
1,0,10999,0,1,0,1,0,1,1,0.856842749058715,1,0.856842749058715
1,0,10999,0,1,0,1,0,1,1,0.820466260051187,1,0.820466260051187
1,0,10999,0,1,0,1,0,1,1,0.860254368441166,1,0.860254368441166
1,0,10999,0,1,0,1,0,1,1,0.874524670059007,1,0.874524670059007
1,0,10999,0,1,0,1,0,1,1,0.831127796443508,1,0.831127796443508
1,0,10999,0,1,0,1,0,1,1,0.860747696335694,1,0.860747696335694
1,0,10999,0,1,0,1,0,1,1,0.87306527500264,1,0.87306527500264
1,0,10999,0,1,0,1,0,1,1,0.85419857019333,1,0.85419857019333
1,0,10999,0,1,0,1,0,1,1,0.82197584022385,1,0.82197584022385
1,0,10999,0,1,0,1,0,1,1,0.883159692333324,1,0.883159692333324
1,0,10999,0,1,0,1,0,1,1,0.825054790686336,1,0.825054790686336
1,0,10999,0,1,0,1,0,1,1,0.873298677834727,1,0.873298677834727
1,0,10999,0,1,0,1,0,1,1,0.846754906910936,1,0.846754906910936
1,-0,10999,0,1,-0,1,0,1,1,0.948860168667262,1,0.948860168667262
1,0,10999,0,1,0,1,0,1,1,0.898708727071339,1,0.898708727071339
1,0,10999,0,1,0,1,0,1,1,0.864490641069622,1,0.864490641069622
1,0,10999,0,1,0,1,0,1,1,0.906979818674388,1,0.906979818674388
1,0,10999,0,1,0,1,0,1,1,0.816055090555547,1,0.816055090555547
1,0,10999,0,1,0,1,0,1,1,0.876164438280544,1,0.876164438280544
1,0,10999,0,1,0,1,0,1,1,0.797680912282837,1,0.797680912282837
1,0,10999,0,1,0,1,0,1,1,0.854438017110065,1,0.854438017110065
1,0,10999,0,1,0,1,0,1,1,0.872605444405385,1,0.872605444405385
0,2,10997,1,0,0.000181834712246568,0.999818165287753,1,0,0,0.844404099517678,1,0.844404099517678
1,0,10999,0,1,0,1,0,1,1,0.863352707598527,1,0.863352707598527
1,0,10999,0,1,0,1,0,1,1,0.870468766216528,1,0.870468766216528
1,0,10999,0,1,0,1,0,1,1,0.831871798348627,1,0.831871798348627
1,0,10999,0,1,0,1,0,1,1,0.866465052822716,1,0.866465052822716
1,0,10999,0,1,0,1,0,1,1,0.819722344986109,1,0.819722344986109
1,0,10999,0,1,0,1,0,1,1,0.868220107267725,1,0.868220107267725
1,0,10999,0,1,0,1,0,1,1,0.849893527474999,1,0.849893527474999
1,0,10999,0,1,0,1,0,1,1,0.884385700321796,1,0.884385700321796
1,0,10999,0,1,0,1,0,1,1,0.867746070375621,1,0.867746070375621
1,0,10999,0,1,0,1,0,1,1,0.872283402522362,1,0.872283402522362
1,0,10999,0,1,0,1,0,1,1,0.909291639110382,1,0.909291639110382
1,0,10999,0,1,0,1,0,1,1,0.90498688211654,1,0.90498688211654
1,0,10999,0,1,0,1,0,1,1,0.847153853833485,1,0.847153853833485
1,0,10999,0,1,0,1,0,1,1,0.881656499280778,1,0.881656499280778
1,0,10999,0,1,0,1,0,1,1,0.872061182770224,1,0.872061182770224
1,0,10999,0,1,0,1,0,1,1,0.866167326950176,1,0.866167326950176
1,0,10999,0,1,0,1,0,1,1,0.892054274183887,1,0.892054274183887
1,0,10999,0,1,0,1,0,1,1,0.874984312105334,1,0.874984312105334
1,0,10999,0,1,0,1,0,1,1,0.920147299812334,1,0.920147299812334
1,0,10999,0,1,0,1,0,1,1,0.877542470818426,1,0.877542470818426
1,0,10999,0,1,0,1,0,1,1,0.830247342621446,1,0.830247342621446
1,0,10999,0,1,0,1,0,1,1,0.845715785532694,1,0.845715785532694
1,0,10999,0,1,0,1,0,1,1,0.880436156884838,1,0.880436156884838
1,0,10999,0,1,0,1,0,1,1,0.856990064004233,1,0.856990064004233
1,0,10999,0,1,0,1,0,1,1,0.883090694135075,1,0.883090694135075
1,0,10999,0,1,0,1,0,1,1,0.848790245012488,1,0.848790245012488
1,0,10999,0,1,0,1,0,1,1,0.87587866872484,1,0.87587866872484
1,0,10999,0,1,0,1,0,1,1,0.884510162644794,1,0.884510162644794
1,0,10999,0,1,0,1,0,1,1,0.86850910357558,1,0.86850910357558
1,0,10999,0,1,0,1,0,1,1,0.79601551858921,1,0.79601551858921
1,0,10999,0,1,0,1,0,1,1,0.883750270485981,1,0.883750270485981
1,0,10999,0,1,0,1,0,1,1,0.874654860708008,1,0.874654860708008
